sku,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,display_product_options_in,map_price,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,is_in_stock,website_id,color,size
KAN-AP-21S30_1,Default,simple,Default Category/Shop/Tops/Tunics,base,MIRELLE EMBROIDERED TOP_XL,"Front open collared shirt with floral hand embroidery. 
-Linen -Full Sleeves -Wide cuffs -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry Clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 28""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open shirt with wide cuffs and hand embroidery on body.,1,1,Taxable Goods,Not Visible Individually,5500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Olive,XL
KAN-AP-21S31_5,Default,simple,Default Category/Shop/Tops/Tunics,base,EZRA SOLID TOP_XS,"Front open shirt with hidden button placket and floral motifs as show buttons. 
-Poplin -Half Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Soft Hand wash only.

Model is 5'9"" and is wearing a Small size. Shirt length is 28""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open shirt with floral motifs.,1,1,Taxable Goods,Not Visible Individually,4000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Olive,XS
KAN-AP-21S31_4,Default,simple,Default Category/Shop/Tops/Tunics,base,EZRA SOLID TOP_S,"Front open shirt with hidden button placket and floral motifs as show buttons. 
-Poplin -Half Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Soft Hand wash only.

Model is 5'9"" and is wearing a Small size. Shirt length is 28""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open shirt with floral motifs.,1,1,Taxable Goods,Not Visible Individually,4000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Olive,S
KAN-AP-21S31_3,Default,simple,Default Category/Shop/Tops/Tunics,base,EZRA SOLID TOP_M,"Front open shirt with hidden button placket and floral motifs as show buttons. 
-Poplin -Half Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Soft Hand wash only.

Model is 5'9"" and is wearing a Small size. Shirt length is 28""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open shirt with floral motifs.,1,1,Taxable Goods,Not Visible Individually,4000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,Olive,M
KAN-AP-21S31_2,Default,simple,Default Category/Shop/Tops/Tunics,base,EZRA SOLID TOP_L,"Front open shirt with hidden button placket and floral motifs as show buttons. 
-Poplin -Half Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Soft Hand wash only.

Model is 5'9"" and is wearing a Small size. Shirt length is 28""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open shirt with floral motifs.,1,1,Taxable Goods,Not Visible Individually,4000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Olive,L
KAN-AP-21S31_1,Default,simple,Default Category/Shop/Tops/Tunics,base,EZRA SOLID TOP_XL,"Front open shirt with hidden button placket and floral motifs as show buttons. 
-Poplin -Half Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Soft Hand wash only.

Model is 5'9"" and is wearing a Small size. Shirt length is 28""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Front open shirt with floral motifs.,1,1,Taxable Goods,Not Visible Individually,4000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Olive,XL
KAN-AP-21S34_5,Default,simple,Default Category/Shop/Tops/Tunics,base,LILIAN SOLID TOP_XS,"Gathered neck top. Has side slits. 
-Linen -3/4th Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 26""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Gathered neck top with side slits.,1,1,Taxable Goods,Not Visible Individually,3500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Pink,XS
KAN-AP-21S34_4,Default,simple,Default Category/Shop/Tops/Tunics,base,LILIAN SOLID TOP_S,"Gathered neck top. Has side slits. 
-Linen -3/4th Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 26""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Gathered neck top with side slits.,1,1,Taxable Goods,Not Visible Individually,3500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Pink,S
KAN-AP-21S34_3,Default,simple,Default Category/Shop/Tops/Tunics,base,LILIAN SOLID TOP_M,"Gathered neck top. Has side slits. 
-Linen -3/4th Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 26""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Gathered neck top with side slits.,1,1,Taxable Goods,Not Visible Individually,3500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",4,1,0,1,Pink,M
KAN-AP-21S34_2,Default,simple,Default Category/Shop/Tops/Tunics,base,LILIAN SOLID TOP_L,"Gathered neck top. Has side slits. 
-Linen -3/4th Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 26""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Gathered neck top with side slits.,1,1,Taxable Goods,Not Visible Individually,3500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Pink,L
KAN-AP-21S34_1,Default,simple,Default Category/Shop/Tops/Tunics,base,LILIAN SOLID TOP_XL,"Gathered neck top. Has side slits. 
-Linen -3/4th Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 26""/71cms.

Shipping: This product is expected to be shipped within 10-12 days.",Gathered neck top with side slits.,1,1,Taxable Goods,Not Visible Individually,3500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Pink,XL
KAN-AP-21S35_5,Default,simple,Default Category/Shop/Tops/Tunics,base,CAMILLE SCHIFFLI TOP_XS,"Button down shirt with tone on tone schiffli embroidery. Has side slits and a hidden button placket. Comes with a slip.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 38""/96.5cms.

Shipping: This product is expected to be shipped within 10-12 days.",Button down shirt with tone on tone schiffli embroidery and side slits.,1,1,Taxable Goods,Not Visible Individually,7300,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Pink,XS
KAN-AP-21S35_4,Default,simple,Default Category/Shop/Tops/Tunics,base,CAMILLE SCHIFFLI TOP_S,"Button down shirt with tone on tone schiffli embroidery. Has side slits and a hidden button placket. Comes with a slip.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 38""/96.5cms.

Shipping: This product is expected to be shipped within 10-12 days.",Button down shirt with tone on tone schiffli embroidery and side slits.,1,1,Taxable Goods,Not Visible Individually,7300,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Pink,S
KAN-AP-21S35_3,Default,simple,Default Category/Shop/Tops/Tunics,base,CAMILLE SCHIFFLI TOP_M,"Button down shirt with tone on tone schiffli embroidery. Has side slits and a hidden button placket. Comes with a slip.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 38""/96.5cms.

Shipping: This product is expected to be shipped within 10-12 days.",Button down shirt with tone on tone schiffli embroidery and side slits.,1,1,Taxable Goods,Not Visible Individually,7300,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,Pink,M
KAN-AP-21S35_2,Default,simple,Default Category/Shop/Tops/Tunics,base,CAMILLE SCHIFFLI TOP_L,"Button down shirt with tone on tone schiffli embroidery. Has side slits and a hidden button placket. Comes with a slip.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 38""/96.5cms.

Shipping: This product is expected to be shipped within 10-12 days.",Button down shirt with tone on tone schiffli embroidery and side slits.,1,1,Taxable Goods,Not Visible Individually,7300,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Pink,L
KAN-AP-21S35_1,Default,simple,Default Category/Shop/Tops/Tunics,base,CAMILLE SCHIFFLI TOP_XL,"Button down shirt with tone on tone schiffli embroidery. Has side slits and a hidden button placket. Comes with a slip.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 38""/96.5cms.

Shipping: This product is expected to be shipped within 10-12 days.",Button down shirt with tone on tone schiffli embroidery and side slits.,1,1,Taxable Goods,Not Visible Individually,7300,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Pink,XL
KAN-AP-21S37_3,Default,simple,Default Category/Shop/Tops/Tunics,base,DAPHNE FLORAL TOP_S,"Oversized front open shirt in floral print. Has a hidden button placket with floral motifs as show buttons. 
-Cotton Silk -Half Sleeves -Oversized fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Shirt length is 32""/112cms.

Shipping: This product is expected to be shipped within 10-12 days.",Oversized front open shirt with floral print.,1,1,Taxable Goods,Not Visible Individually,4600,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Pink,S
KAN-AP-21S37_2,Default,simple,Default Category/Shop/Tops/Tunics,base,DAPHNE FLORAL TOP_M,"Oversized front open shirt in floral print. Has a hidden button placket with floral motifs as show buttons. 
-Cotton Silk -Half Sleeves -Oversized fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Shirt length is 32""/112cms.

Shipping: This product is expected to be shipped within 10-12 days.",Oversized front open shirt with floral print.,1,1,Taxable Goods,Not Visible Individually,4600,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,Pink,M
KAN-AP-21S37_1,Default,simple,Default Category/Shop/Tops/Tunics,base,DAPHNE FLORAL TOP_L,"Oversized front open shirt in floral print. Has a hidden button placket with floral motifs as show buttons. 
-Cotton Silk -Half Sleeves -Oversized fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Shirt length is 32""/112cms.

Shipping: This product is expected to be shipped within 10-12 days.",Oversized front open shirt with floral print.,1,1,Taxable Goods,Not Visible Individually,4600,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Pink,L
KAN-AP-21S39_5,Default,simple,Default Category/Shop/Tops/Tunics,base,ANAIS TOP_XS,"Loop detail top with tone on tone schiffli embroidery. Easy to wear with V-neck and has gathers at waist. Comes with a slip.
-Linen -3/4th Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Top length is 35""/89cms.

Shipping: This product is expected to be shipped within 10-12 days.",Loop detail top with schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,7500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,White,XS
KAN-AP-21S39_4,Default,simple,Default Category/Shop/Tops/Tunics,base,ANAIS TOP_S,"Loop detail top with tone on tone schiffli embroidery. Easy to wear with V-neck and has gathers at waist. Comes with a slip.
-Linen -3/4th Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Top length is 35""/89cms.

Shipping: This product is expected to be shipped within 10-12 days.",Loop detail top with schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,7500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,White,S
KAN-AP-21S39_3,Default,simple,Default Category/Shop/Tops/Tunics,base,ANAIS TOP_M,"Loop detail top with tone on tone schiffli embroidery. Easy to wear with V-neck and has gathers at waist. Comes with a slip.
-Linen -3/4th Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Top length is 35""/89cms.

Shipping: This product is expected to be shipped within 10-12 days.",Loop detail top with schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,7500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,White,M
KAN-AP-21S39_2,Default,simple,Default Category/Shop/Tops/Tunics,base,ANAIS TOP_L,"Loop detail top with tone on tone schiffli embroidery. Easy to wear with V-neck and has gathers at waist. Comes with a slip.
-Linen -3/4th Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Top length is 35""/89cms.

Shipping: This product is expected to be shipped within 10-12 days.",Loop detail top with schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,7500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,White,L
KAN-AP-21S39_1,Default,simple,Default Category/Shop/Tops/Tunics,base,ANAIS TOP_XL,"Loop detail top with tone on tone schiffli embroidery. Easy to wear with V-neck and has gathers at waist. Comes with a slip.
-Linen -3/4th Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Top length is 35""/89cms.

Shipping: This product is expected to be shipped within 10-12 days.",Loop detail top with schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,7500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,White,XL
KAN-AP-21S42_3,Default,simple,Default Category/Shop/Tops/Tunics,base,ALEXIS GILET_S,"Single button halter style Gilet with tie-up belt at back. Is quilted in stripe pattern.
-Linen -Sleeveless -True to size -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 27.5""/70cms.

Shipping: This product is expected to be shipped within 10-12 days.",Single button halter style Gilet with tie-up belt at back.,1,1,Taxable Goods,Not Visible Individually,4500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Orange,S
KAN-AP-21S42_2,Default,simple,Default Category/Shop/Tops/Tunics,base,ALEXIS GILET_M,"Single button halter style Gilet with tie-up belt at back. Is quilted in stripe pattern.
-Linen -Sleeveless -True to size -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 27.5""/70cms.

Shipping: This product is expected to be shipped within 10-12 days.",Single button halter style Gilet with tie-up belt at back.,1,1,Taxable Goods,Not Visible Individually,4500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Orange,M
KAN-AP-21S42_1,Default,simple,Default Category/Shop/Tops/Tunics,base,ALEXIS GILET_L,"Single button halter style Gilet with tie-up belt at back. Is quilted in stripe pattern.
-Linen -Sleeveless -True to size -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 27.5""/70cms.

Shipping: This product is expected to be shipped within 10-12 days.",Single button halter style Gilet with tie-up belt at back.,1,1,Taxable Goods,Not Visible Individually,4500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Orange,L
KAN-AP-21S43_3,Default,simple,Default Category/Shop/Tops/Tunics,base,VIVIAN GILET _S,"Side open reversible floral & solid Gilet. Easy to wear with round neck and has a key hole opening at the back. Is widely cut on the sides.
-Linen -Sleeveless -True to size -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 42.5""/108cms.

Shipping: This product is expected to be shipped within 10-12 days.",Side open reversible floral & solid Gilet.,1,1,Taxable Goods,Not Visible Individually,5800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Olive,S
KAN-AP-21S43_2,Default,simple,Default Category/Shop/Tops/Tunics,base,VIVIAN GILET _M,"Side open reversible floral & solid Gilet. Easy to wear with round neck and has a key hole opening at the back. Is widely cut on the sides.
-Linen -Sleeveless -True to size -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 42.5""/108cms.

Shipping: This product is expected to be shipped within 10-12 days.",Side open reversible floral & solid Gilet.,1,1,Taxable Goods,Not Visible Individually,5800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Olive,M
KAN-AP-21S43_1,Default,simple,Default Category/Shop/Tops/Tunics,base,VIVIAN GILET _L,"Side open reversible floral & solid Gilet. Easy to wear with round neck and has a key hole opening at the back. Is widely cut on the sides.
-Linen -Sleeveless -True to size -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Top length is 42.5""/108cms.

Shipping: This product is expected to be shipped within 10-12 days.",Side open reversible floral & solid Gilet.,1,1,Taxable Goods,Not Visible Individually,5800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Olive,L
KAN-AP-21S47_3,Default,simple,Default Category/Shop/Outerwear,base,TROPICAL FLORAL CAPE_S,"Oversized cape in floral print. Easy to wear. Has in seam pockets on sides.
-Linen gauze -3/4th Sleeves -Oversized fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Cape length is 49""/125cms.

Shipping: This product is expected to be shipped within 10-12 days.",Oversized cape in floral print.,1,1,Taxable Goods,Not Visible Individually,7600,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Orange,S
KAN-AP-21S47_2,Default,simple,Default Category/Shop/Outerwear,base,TROPICAL FLORAL CAPE_M,"Oversized cape in floral print. Easy to wear. Has in seam pockets on sides.
-Linen gauze -3/4th Sleeves -Oversized fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Cape length is 49""/125cms.

Shipping: This product is expected to be shipped within 10-12 days.",Oversized cape in floral print.,1,1,Taxable Goods,Not Visible Individually,7600,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,Orange,M
KAN-AP-21S47_1,Default,simple,Default Category/Shop/Outerwear,base,TROPICAL FLORAL CAPE_L,"Oversized cape in floral print. Easy to wear. Has in seam pockets on sides.
-Linen gauze -3/4th Sleeves -Oversized fit -Made in India 

Wash Care: This product is delicate so soft hand wash only.

Model is 5'9"" and is wearing a Small size. Cape length is 49""/125cms.

Shipping: This product is expected to be shipped within 10-12 days.",Oversized cape in floral print.,1,1,Taxable Goods,Not Visible Individually,7600,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Orange,L
KAN-AP-21S49_5,Default,simple,Default Category/Shop/Co-Ords,base,DELILAH CO-ORD_XS,"Long & short top with tone on tone schiffli embroidery. Easy to wear with front button opening and has side slits. Comes with a slip. Bottoms are wide leg multi panel culottes with tone on tone schiffli embroidery. East to wear with zip opening on side and elastic at the back. Shorts length lining is attached.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 34.5""/88cms. Trouser length 37""/94cms

Shipping: This product is expected to be shipped within 10-12 days.",Long & Short top and wide leg cullotes with schiffli embroidery Co-Ord set.,1,1,Taxable Goods,Not Visible Individually,13400,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Blue,XS
KAN-AP-21S49_4,Default,simple,Default Category/Shop/Co-Ords,base,DELILAH CO-ORD_S,"Long & short top with tone on tone schiffli embroidery. Easy to wear with front button opening and has side slits. Comes with a slip. Bottoms are wide leg multi panel culottes with tone on tone schiffli embroidery. East to wear with zip opening on side and elastic at the back. Shorts length lining is attached.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 34.5""/88cms. Trouser length 37""/94cms

Shipping: This product is expected to be shipped within 10-12 days.",Long & Short top and wide leg cullotes with schiffli embroidery Co-Ord set.,1,1,Taxable Goods,Not Visible Individually,13400,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Blue,S
KAN-AP-21S49_3,Default,simple,Default Category/Shop/Co-Ords,base,DELILAH CO-ORD_M,"Long & short top with tone on tone schiffli embroidery. Easy to wear with front button opening and has side slits. Comes with a slip. Bottoms are wide leg multi panel culottes with tone on tone schiffli embroidery. East to wear with zip opening on side and elastic at the back. Shorts length lining is attached.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 34.5""/88cms. Trouser length 37""/94cms

Shipping: This product is expected to be shipped within 10-12 days.",Long & Short top and wide leg cullotes with schiffli embroidery Co-Ord set.,1,1,Taxable Goods,Not Visible Individually,13400,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,Blue,M
KAN-AP-21S49_2,Default,simple,Default Category/Shop/Co-Ords,base,DELILAH CO-ORD_L,"Long & short top with tone on tone schiffli embroidery. Easy to wear with front button opening and has side slits. Comes with a slip. Bottoms are wide leg multi panel culottes with tone on tone schiffli embroidery. East to wear with zip opening on side and elastic at the back. Shorts length lining is attached.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 34.5""/88cms. Trouser length 37""/94cms

Shipping: This product is expected to be shipped within 10-12 days.",Long & Short top and wide leg cullotes with schiffli embroidery Co-Ord set.,1,1,Taxable Goods,Not Visible Individually,13400,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Blue,L
KAN-AP-21S49_1,Default,simple,Default Category/Shop/Co-Ords,base,DELILAH CO-ORD_XL,"Long & short top with tone on tone schiffli embroidery. Easy to wear with front button opening and has side slits. Comes with a slip. Bottoms are wide leg multi panel culottes with tone on tone schiffli embroidery. East to wear with zip opening on side and elastic at the back. Shorts length lining is attached.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 34.5""/88cms. Trouser length 37""/94cms

Shipping: This product is expected to be shipped within 10-12 days.",Long & Short top and wide leg cullotes with schiffli embroidery Co-Ord set.,1,1,Taxable Goods,Not Visible Individually,13400,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Blue,XL
KAN-AP-21S50_5,Default,simple,Default Category/Shop/Tops/Tunics,base,DELILAH TOP_XS,"Long & short top with tone on tone schiffli embroidery. Easy to wear with front button opening and has side slits. Comes with a slip.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 34.5""/88cms.

Shipping: This product is expected to be shipped within 10-12 days.",Long & Short top with schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,7200,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Blue,XS
KAN-AP-21S50_4,Default,simple,Default Category/Shop/Tops/Tunics,base,DELILAH TOP_S,"Long & short top with tone on tone schiffli embroidery. Easy to wear with front button opening and has side slits. Comes with a slip.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 34.5""/88cms.

Shipping: This product is expected to be shipped within 10-12 days.",Long & Short top with schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,7200,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Blue,S
KAN-AP-21S50_3,Default,simple,Default Category/Shop/Tops/Tunics,base,DELILAH TOP_M,"Long & short top with tone on tone schiffli embroidery. Easy to wear with front button opening and has side slits. Comes with a slip.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 34.5""/88cms.

Shipping: This product is expected to be shipped within 10-12 days.",Long & Short top with schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,7200,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",5,1,0,1,Blue,M
KAN-AP-21S50_2,Default,simple,Default Category/Shop/Tops/Tunics,base,DELILAH TOP_L,"Long & short top with tone on tone schiffli embroidery. Easy to wear with front button opening and has side slits. Comes with a slip.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 34.5""/88cms.

Shipping: This product is expected to be shipped within 10-12 days.",Long & Short top with schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,7200,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Blue,L
KAN-AP-21S50_1,Default,simple,Default Category/Shop/Tops/Tunics,base,DELILAH TOP_XL,"Long & short top with tone on tone schiffli embroidery. Easy to wear with front button opening and has side slits. Comes with a slip.
-Linen -Full Sleeves -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Shirt length is 34.5""/88cms.

Shipping: This product is expected to be shipped within 10-12 days.",Long & Short top with schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,7200,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Blue,XL
KAN-AP-21S51_5,Default,simple,Default Category/Shop/Bottoms,base,DELILAH CULLOTES_XS,"Wide leg multi panel culottes with tone on tone schiffli embroidery. East to wear with zip opening on side and elastic at the back. Shorts length lining is attached.
-Linen -Relaxed fit -Made in India 

Wash Care: This product is delicate so Dry clean only.

Model is 5'9"" and is wearing a Small size. Trouser length 37""/94cms

Shipping: This product is expected to be shipped within 10-12 days.",Wide leg multi panel culottes with tone on tone schiffli embroidery.,1,1,Taxable Goods,Not Visible Individually,6200,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Blue,XS
