sku,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,display_product_options_in,map_price,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,is_in_stock,website_id,color,size
KAN-AP-20FW09_3,Default,simple,Default Category/Shop/Dresses,base,FANNY DRESS_S,"Printed Maxi Dress with frill and gather detail and belt.
 -Moss Lurex
-Full sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Cold Machine Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 56""/142 cms. 
Shipping: This product is expected to be shipped within 10 days.",Printed Maxi Dress with frill detail and belt.,1,1,Taxable Goods,Not Visible Individually,12200,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Garland Print,S
KAN-AP-20FW09_2,Default,simple,Default Category/Shop/Dresses,base,FANNY DRESS_M,"Printed Maxi Dress with frill and gather detail and belt.
 -Moss Lurex
-Full sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Cold Machine Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 56""/142 cms. 
Shipping: This product is expected to be shipped within 10 days.",Printed Maxi Dress with frill detail and belt.,1,1,Taxable Goods,Not Visible Individually,12200,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Garland Print,M
KAN-AP-20FW09_1,Default,simple,Default Category/Shop/Dresses,base,FANNY DRESS_L,"Printed Maxi Dress with frill and gather detail and belt.
 -Moss Lurex
-Full sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Cold Machine Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 56""/142 cms. 
Shipping: This product is expected to be shipped within 10 days.",Printed Maxi Dress with frill detail and belt.,1,1,Taxable Goods,Not Visible Individually,12200,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Garland Print,L
KAN-AP-20FW10_3,Default,simple,Default Category/Shop/Dresses,base,SURA DRESS_S,"Knot & stitch detail dress with gathers at bottom and side pockets.
 -Khadi
-Full sleeves
-Relaxed Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 47""/119 cms. 
Shipping: This product is expected to be shipped within 10 days.",Knot & stitch detail dress with gathers at bottom and side pockets.,1,1,Taxable Goods,Not Visible Individually,7800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Green,S
KAN-AP-20FW10_2,Default,simple,Default Category/Shop/Dresses,base,SURA DRESS_M,"Knot & stitch detail dress with gathers at bottom and side pockets.
 -Khadi
-Full sleeves
-Relaxed Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 47""/119 cms. 
Shipping: This product is expected to be shipped within 10 days.",Knot & stitch detail dress with gathers at bottom and side pockets.,1,1,Taxable Goods,Not Visible Individually,7800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Green,M
KAN-AP-20FW10_1,Default,simple,Default Category/Shop/Dresses,base,SURA DRESS_L,"Knot & stitch detail dress with gathers at bottom and side pockets.
 -Khadi
-Full sleeves
-Relaxed Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 47""/119 cms. 
Shipping: This product is expected to be shipped within 10 days.",Knot & stitch detail dress with gathers at bottom and side pockets.,1,1,Taxable Goods,Not Visible Individually,7800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Green,L
KAN-AP-20FW11_3,Default,simple,Default Category/Shop/Dresses,base,CEDAR DRESS_S,"A-line panel dress with stitch details, puff sleeves and gathers at back.
 -Rayon Twill
-Full sleeves
-Relaxed Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 8 days.",A-line panel dress with stitch details.,1,1,Taxable Goods,Not Visible Individually,6800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Soil,S
KAN-AP-20FW11_2,Default,simple,Default Category/Shop/Dresses,base,CEDAR DRESS_M,"A-line panel dress with stitch details, puff sleeves and gathers at back.
 -Rayon Twill
-Full sleeves
-Relaxed Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 8 days.",A-line panel dress with stitch details.,1,1,Taxable Goods,Not Visible Individually,6800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Soil,M
KAN-AP-20FW11_1,Default,simple,Default Category/Shop/Dresses,base,CEDAR DRESS_L,"A-line panel dress with stitch details, puff sleeves and gathers at back.
 -Rayon Twill
-Full sleeves
-Relaxed Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 8 days.",A-line panel dress with stitch details.,1,1,Taxable Goods,Not Visible Individually,6800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Soil,L
KAN-AP-20FW12_3,Default,simple,Default Category/Shop/Dresses,base,GIGI DRESS_S,"Gathered dress with sleeve embroidery and smocking details and buttons in front 
 -Moss Lurex
-Gathered Skirt Area -Full sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 10 days.",Gathered dress with sleeve embroidery and smocking details in front.,1,1,Taxable Goods,Not Visible Individually,7500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Mulberry,S
KAN-AP-20FW12_2,Default,simple,Default Category/Shop/Dresses,base,GIGI DRESS_M,"Gathered dress with sleeve embroidery and smocking details and buttons in front 
 -Moss Lurex
-Gathered Skirt Area -Full sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 10 days.",Gathered dress with sleeve embroidery and smocking details in front.,1,1,Taxable Goods,Not Visible Individually,7500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Mulberry,M
KAN-AP-20FW12_1,Default,simple,Default Category/Shop/Dresses,base,GIGI DRESS_L,"Gathered dress with sleeve embroidery and smocking details and buttons in front 
 -Moss Lurex
-Gathered Skirt Area -Full sleeves
-Regular Fit
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean Only.
Model is 5'8"" and is wearing a Small size. Dress length is 45""/114 cms. 
Shipping: This product is expected to be shipped within 10 days.",Gathered dress with sleeve embroidery and smocking details in front.,1,1,Taxable Goods,Not Visible Individually,7500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Mulberry,L
KAN-AP-20FW13_3,Default,simple,Default Category/Shop/Tops/Tunics,base,SENNA SOIL TOP_S,"Knot & stitch detail long and short top.

-Rayon Twill
-Straight Fit -Quarter sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small size. Top front length is 28""/71 cms and back length 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Knot & stitch detail long and short top.,1,1,Taxable Goods,Not Visible Individually,4900,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Soil,S
KAN-AP-20FW13_2,Default,simple,Default Category/Shop/Tops/Tunics,base,SENNA SOIL TOP_M,"Knot & stitch detail long and short top.

-Rayon Twill
-Straight Fit -Quarter sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small size. Top front length is 28""/71 cms and back length 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Knot & stitch detail long and short top.,1,1,Taxable Goods,Not Visible Individually,4900,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Soil,M
KAN-AP-20FW13_1,Default,simple,Default Category/Shop/Tops/Tunics,base,SENNA SOIL TOP_L,"Knot & stitch detail long and short top.

-Rayon Twill
-Straight Fit -Quarter sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small size. Top front length is 28""/71 cms and back length 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Knot & stitch detail long and short top.,1,1,Taxable Goods,Not Visible Individually,4900,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Soil,L
KAN-AP-20FW14_3,Default,simple,Default Category/Shop/Tops/Tunics,base,SENNA MAHAGONY TOP_S,"Knot & stitch detail long and short top.

-Rayon Twill
-Straight Fit -Quarter sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small size. Top front length is 28""/71 cms and back length 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Knot & stitch detail long and short top.,1,1,Taxable Goods,Not Visible Individually,4900,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Mahogany,S
KAN-AP-20FW14_2,Default,simple,Default Category/Shop/Tops/Tunics,base,SENNA MAHAGONY TOP_M,"Knot & stitch detail long and short top.

-Rayon Twill
-Straight Fit -Quarter sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small size. Top front length is 28""/71 cms and back length 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Knot & stitch detail long and short top.,1,1,Taxable Goods,Not Visible Individually,4900,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Mahogany,M
KAN-AP-20FW14_1,Default,simple,Default Category/Shop/Tops/Tunics,base,SENNA MAHAGONY TOP_L,"Knot & stitch detail long and short top.

-Rayon Twill
-Straight Fit -Quarter sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small size. Top front length is 28""/71 cms and back length 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Knot & stitch detail long and short top.,1,1,Taxable Goods,Not Visible Individually,4900,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Mahogany,L
KAN-AP-20FW15_3,Default,simple,Default Category/Shop/Tops/Tunics,base,GINGER TOP_S,"Printed top with gather detail in front and back and gathered sleeve.

-Moss Lurex -Relaxed Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Cold Machine Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 30""/76 cms.
Shipping: This product is expected to be shipped within 10 days.",Printed top with gather detail.,1,1,Taxable Goods,Not Visible Individually,6800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Garland Print,S
KAN-AP-20FW15_2,Default,simple,Default Category/Shop/Tops/Tunics,base,GINGER TOP_M,"Printed top with gather detail in front and back and gathered sleeve.

-Moss Lurex -Relaxed Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Cold Machine Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 30""/76 cms.
Shipping: This product is expected to be shipped within 10 days.",Printed top with gather detail.,1,1,Taxable Goods,Not Visible Individually,6800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Garland Print,M
KAN-AP-20FW15_1,Default,simple,Default Category/Shop/Tops/Tunics,base,GINGER TOP_L,"Printed top with gather detail in front and back and gathered sleeve.

-Moss Lurex -Relaxed Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Cold Machine Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 30""/76 cms.
Shipping: This product is expected to be shipped within 10 days.",Printed top with gather detail.,1,1,Taxable Goods,Not Visible Individually,6800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Garland Print,L
KAN-AP-20FW16_3,Default,simple,Default Category/Shop/Tops/Tunics,base,WILLOW TOP_S,"Gather detail top with smocking detail on sleeves and zipper at back.

-Rayon twill -Regular Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 36""/91 cms.
Shipping: This product is expected to be shipped within 10 days.",Gather detail top with smocking detail on sleeves.,1,1,Taxable Goods,Not Visible Individually,6500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Meadow,S
KAN-AP-20FW16_2,Default,simple,Default Category/Shop/Tops/Tunics,base,WILLOW TOP_M,"Gather detail top with smocking detail on sleeves and zipper at back.

-Rayon twill -Regular Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 36""/91 cms.
Shipping: This product is expected to be shipped within 10 days.",Gather detail top with smocking detail on sleeves.,1,1,Taxable Goods,Not Visible Individually,6500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Meadow,M
KAN-AP-20FW16_1,Default,simple,Default Category/Shop/Tops/Tunics,base,WILLOW TOP_L,"Gather detail top with smocking detail on sleeves and zipper at back.

-Rayon twill -Regular Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 36""/91 cms.
Shipping: This product is expected to be shipped within 10 days.",Gather detail top with smocking detail on sleeves.,1,1,Taxable Goods,Not Visible Individually,6500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Meadow,L
KAN-AP-20FW17_3,Default,simple,Default Category/Shop/Tops/Tunics,base,FERN TOP_S,"Knot & stitch detail top

-Rayon twill -Relaxed Fit -Half sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small size. Top length is 28""/71 cms.
Shipping: This product is expected to be shipped within 10 days.",Knot & stitch detail top.,1,1,Taxable Goods,Not Visible Individually,4500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Meadow,S
KAN-AP-20FW17_2,Default,simple,Default Category/Shop/Tops/Tunics,base,FERN TOP_M,"Knot & stitch detail top

-Rayon twill -Relaxed Fit -Half sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small size. Top length is 28""/71 cms.
Shipping: This product is expected to be shipped within 10 days.",Knot & stitch detail top.,1,1,Taxable Goods,Not Visible Individually,4500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Meadow,M
KAN-AP-20FW17_1,Default,simple,Default Category/Shop/Tops/Tunics,base,FERN TOP_L,"Knot & stitch detail top

-Rayon twill -Relaxed Fit -Half sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small size. Top length is 28""/71 cms.
Shipping: This product is expected to be shipped within 10 days.",Knot & stitch detail top.,1,1,Taxable Goods,Not Visible Individually,4500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",3,1,0,1,Meadow,L
KAN-AP-20FW18_2,Default,simple,Default Category/Shop/Tops/Tunics,base,HOLLY MAHAGONY TOP_S-M,"Oversized Gathered top with patchwork and buttons in front

-Rayon twill -Regular Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small-Medium size. Top length is 30""/76 cms.
Shipping: This product is expected to be shipped within 10 days.",Oversized Gathered top with patchwork.,1,1,Taxable Goods,Not Visible Individually,4800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Burgundy,S-M
KAN-AP-20FW18_1,Default,simple,Default Category/Shop/Tops/Tunics,base,HOLLY MAHAGONY TOP_M-L,"Oversized Gathered top with patchwork and buttons in front

-Rayon twill -Regular Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small-Medium size. Top length is 30""/76 cms.
Shipping: This product is expected to be shipped within 10 days.",Oversized Gathered top with patchwork.,1,1,Taxable Goods,Not Visible Individually,4800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Burgundy,M-L
KAN-AP-20FW19_2,Default,simple,Default Category/Shop/Tops/Tunics,base,HOLLY MEADOW TOP_S-M,"Oversized Gathered top with patchwork and buttons in front

-Rayon twill -Regular Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small-Medium size. Top length is 30""/76 cms.
Shipping: This product is expected to be shipped within 10 days.",Oversized Gathered top with patchwork.,1,1,Taxable Goods,Not Visible Individually,4800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Green,S-M
KAN-AP-20FW19_1,Default,simple,Default Category/Shop/Tops/Tunics,base,HOLLY MEADOW TOP_M-L,"Oversized Gathered top with patchwork and buttons in front

-Rayon twill -Regular Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Dry Clean only.
Model is 5'8"" and is wearing a Small-Medium size. Top length is 30""/76 cms.
Shipping: This product is expected to be shipped within 10 days.",Oversized Gathered top with patchwork.,1,1,Taxable Goods,Not Visible Individually,4800,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Green,M-L
KAN-AP-20FW20_3,Default,simple,Default Category/Shop/Tops/Tunics,base,SOMETHING SOMEWHERE MULBERRY SHIRT_S,"Front open button down shirt with smocking detail pocket.

-Rayon twill -Relaxed Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Shirt with smocking detail pocket.,1,1,Taxable Goods,Not Visible Individually,4100,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Purple,S
KAN-AP-20FW20_2,Default,simple,Default Category/Shop/Tops/Tunics,base,SOMETHING SOMEWHERE MULBERRY SHIRT_M,"Front open button down shirt with smocking detail pocket.

-Rayon twill -Relaxed Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Shirt with smocking detail pocket.,1,1,Taxable Goods,Not Visible Individually,4100,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Purple,M
KAN-AP-20FW20_1,Default,simple,Default Category/Shop/Tops/Tunics,base,SOMETHING SOMEWHERE MULBERRY SHIRT_L,"Front open button down shirt with smocking detail pocket.

-Rayon twill -Relaxed Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Shirt with smocking detail pocket.,1,1,Taxable Goods,Not Visible Individually,4100,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Purple,L
KAN-AP-20FW21_3,Default,simple,Default Category/Shop/Tops/Tunics,base,SOMETHING SOMEWHERE MIMOSA  SHIRT_S,"Front open button down shirt with smocking detail pocket.

-Rayon twill -Relaxed Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Shirt with smocking detail pocket.,1,1,Taxable Goods,Not Visible Individually,4100,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Yellow,S
KAN-AP-20FW21_2,Default,simple,Default Category/Shop/Tops/Tunics,base,SOMETHING SOMEWHERE MIMOSA  SHIRT_M,"Front open button down shirt with smocking detail pocket.

-Rayon twill -Relaxed Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Shirt with smocking detail pocket.,1,1,Taxable Goods,Not Visible Individually,4100,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Yellow,M
KAN-AP-20FW21_1,Default,simple,Default Category/Shop/Tops/Tunics,base,SOMETHING SOMEWHERE MIMOSA  SHIRT_L,"Front open button down shirt with smocking detail pocket.

-Rayon twill -Relaxed Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 34""/86 cms.
Shipping: This product is expected to be shipped within 8 days.",Shirt with smocking detail pocket.,1,1,Taxable Goods,Not Visible Individually,4100,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Yellow,L
KAN-AP-20FW22_3,Default,simple,Default Category/Shop/Tops/Tunics,base,AVA TOP_S,"Gather detail top with smocking detail in front and on sleeves.

-Rayon twill -Regular Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 26""/66 cms.
Shipping: This product is expected to be shipped within 8 days.",Gather detail top with smocking detail in front and on sleeves.,1,1,Taxable Goods,Not Visible Individually,5900,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Dust,S
KAN-AP-20FW22_2,Default,simple,Default Category/Shop/Tops/Tunics,base,AVA TOP_M,"Gather detail top with smocking detail in front and on sleeves.

-Rayon twill -Regular Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 26""/66 cms.
Shipping: This product is expected to be shipped within 8 days.",Gather detail top with smocking detail in front and on sleeves.,1,1,Taxable Goods,Not Visible Individually,5900,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Dust,M
KAN-AP-20FW22_1,Default,simple,Default Category/Shop/Tops/Tunics,base,AVA TOP_L,"Gather detail top with smocking detail in front and on sleeves.

-Rayon twill -Regular Fit -Full sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Top length is 26""/66 cms.
Shipping: This product is expected to be shipped within 8 days.",Gather detail top with smocking detail in front and on sleeves.,1,1,Taxable Goods,Not Visible Individually,5900,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",2,1,0,1,Dust,L
KAN-AP-20FW23_3,Default,simple,Default Category/Shop/Tops/Tunics,base,AVERY TUNIC_S,"A-Line tunic with stitch detail and side pockets and zip at back.

-Khadi -Relaxed Fit -Quarter sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Tunic length is 43""/109 cms.
Shipping: This product is expected to be shipped within 10 days.",A-Line tunic with stitch detail and side pockets.,1,1,Taxable Goods,Not Visible Individually,6500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Meadow,S
KAN-AP-20FW23_2,Default,simple,Default Category/Shop/Tops/Tunics,base,AVERY TUNIC_M,"A-Line tunic with stitch detail and side pockets and zip at back.

-Khadi -Relaxed Fit -Quarter sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Tunic length is 43""/109 cms.
Shipping: This product is expected to be shipped within 10 days.",A-Line tunic with stitch detail and side pockets.,1,1,Taxable Goods,Not Visible Individually,6500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Meadow,M
KAN-AP-20FW23_1,Default,simple,Default Category/Shop/Tops/Tunics,base,AVERY TUNIC_L,"A-Line tunic with stitch detail and side pockets and zip at back.

-Khadi -Relaxed Fit -Quarter sleeves
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Tunic length is 43""/109 cms.
Shipping: This product is expected to be shipped within 10 days.",A-Line tunic with stitch detail and side pockets.,1,1,Taxable Goods,Not Visible Individually,6500,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Meadow,L
KAN-AP-20FW24_3,Default,simple,Default Category/Shop/Bottoms,base,AVERY PANTS_S,"Narrow fit pants with stitch detail on side, button and zip in front with elastic at back.

-Khadi
-Narrow Fit 
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Trouser length is 37""/94 cms. 
Shipping: This product is expected to be shipped within 8 days.",Narrow fit pants with stitch detail on side.,1,1,Taxable Goods,Not Visible Individually,4000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",1,1,0,1,Meadow,S
KAN-AP-20FW24_2,Default,simple,Default Category/Shop/Bottoms,base,AVERY PANTS_M,"Narrow fit pants with stitch detail on side, button and zip in front with elastic at back.

-Khadi
-Narrow Fit 
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Trouser length is 37""/94 cms. 
Shipping: This product is expected to be shipped within 8 days.",Narrow fit pants with stitch detail on side.,1,1,Taxable Goods,Not Visible Individually,4000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Meadow,M
KAN-AP-20FW24_1,Default,simple,Default Category/Shop/Bottoms,base,AVERY PANTS_L,"Narrow fit pants with stitch detail on side, button and zip in front with elastic at back.

-Khadi
-Narrow Fit 
-Made in India
Wash Care: This product is created with handwoven textile and is delicate so Soft Hand Wash only.
Model is 5'8"" and is wearing a Small size. Trouser length is 37""/94 cms. 
Shipping: This product is expected to be shipped within 8 days.",Narrow fit pants with stitch detail on side.,1,1,Taxable Goods,Not Visible Individually,4000,,Block after Info Column,,Use config,,"has_options=1,quantity_and_stock_status=In Stock,required_options=0",0,0,0,1,Meadow,L
